,Time,Temp,Hum,DEWI
576,2022-01-17 03:30:00,15.3,61,7.8
577,2022-01-17 04:00:00,15.2,60,7.5
578,2022-01-17 04:30:00,14.9,62,7.7
579,2022-01-17 05:00:00,14.8,60,7.1
580,2022-01-17 05:30:00,14.7,60,
581,2022-01-17 06:00:00,14.7,62,7.5
582,2022-01-17 06:30:00,16.5,65,
583,2022-01-17 07:00:00,17.2,65,10.6
584,2022-01-17 07:30:00,16.9,65,10.3
585,2022-01-17 08:00:00,16.9,65,10.3
586,2022-01-17 08:30:00,16.9,65,10.3
587,2022-01-17 09:00:00,17.0,65,10.4
588,2022-01-17 09:30:00,13.6,59,5.8
589,2022-01-17 10:00:00,16.0,63,
590,2022-01-17 10:30:00,16.5,62,9.2
591,2022-01-17 11:00:00,16.8,63,9.7
592,2022-01-17 11:30:00,16.9,63,9.8
593,2022-01-17 12:00:00,17.2,63,10.1
594,2022-01-17 12:30:00,17.3,62,10.0
595,2022-01-17 13:00:00,12.2,52,2.6
596,2022-01-17 13:30:00,16.1,57,7.6
597,2022-01-17 14:00:00,17.0,57,
598,2022-01-17 14:30:00,17.3,58,
599,2022-01-17 15:00:00,17.6,58,9.3
600,2022-01-17 15:30:00,17.6,58,9.3
601,2022-01-17 16:00:00,17.4,58,
602,2022-01-17 16:30:00,17.2,59,
603,2022-01-17 17:00:00,17.1,59,
604,2022-01-17 17:30:00,17.0,59,
605,2022-01-17 18:00:00,16.9,59,8.9
606,2022-01-17 18:30:00,17.0,60,9.2
607,2022-01-17 19:00:00,17.3,60,9.5
608,2022-01-17 19:30:00,17.3,60,9.5
609,2022-01-17 20:00:00,17.9,60,10.0
610,2022-01-17 20:30:00,18.2,60,10.3
611,2022-01-17 21:00:00,18.4,60,10.5
612,2022-01-17 21:30:00,18.6,60,10.7
613,2022-01-17 22:00:00,16.8,55,
614,2022-01-17 22:30:00,17.9,59,9.8
615,2022-01-17 23:00:00,18.0,60,10.1
616,2022-01-17 23:30:00,17.9,61,10.3
617,2022-01-18 00:00:00,17.7,58,
618,2022-01-18 00:30:00,16.7,52,6.8
619,2022-01-18 01:00:00,16.3,51,6.2
620,2022-01-19 01:30:00,16.0,52,6.2
621,2022-01-18 02:00:00,15.8,53,6.3
622,2022-01-18 02:30:00,15.7,52,5.9
623,2022-01-18 03:00:00,15.4,51,5.3
624,2022-01-18 03:30:00,15.3,51,5.2
625,2022-01-18 04:00:00,15.2,51,5.1
626,2022-01-18 04:30:00,15.1,52,5.3
627,2022-01-18 05:00:00,15.0,51,
628,2022-01-18 05:30:00,14.8,51,4.8
629,2022-01-18 06:00:00,14.7,51,4.7
630,2022-01-18 06:30:00,16.5,57,8.0
631,2022-01-18 07:00:00,17.6,69,
632,2022-01-18 07:30:00,17.7,57,9.1
633,2022-01-18 08:00:00,17.9,57,9.3
634,2022-01-18 08:30:00,18.1,57,9.5
635,2022-01-18 09:00:00,18.3,57,
636,2022-01-18 09:30:00,18.6,59,10.5
637,2022-01-18 10:00:00,18.2,61,10.6
638,2022-01-18 10:30:00,18.0,62,10.6
639,2022-01-18 11:00:00,17.7,62,10.4
640,2022-01-18 11:30:00,17.6,63,10.5
641,2022-01-18 12:00:00,17.4,64,10.5
642,2022-01-18 12:30:00,17.3,65,10.7
643,2022-01-18 13:00:00,17.2,66,10.8
644,2022-01-18 13:30:00,17.2,67,11.0
645,2022-01-18 14:00:00,17.1,68,11.2
646,2022-01-18 14:30:00,17.1,68,11.2
647,2022-01-18 15:00:00,17.0,69,11.3
648,2022-01-18 15:30:00,17.0,69,11.3
649,2022-01-18 16:00:00,16.6,69,10.9
650,2022-01-18 16:30:00,17.9,68,11.9
651,2022-01-18 17:00:00,18.2,68,12.2
652,2022-01-18 17:30:00,18.4,67,12.2
653,2022-01-18 18:00:00,18.5,67,12.3
654,2022-01-18 18:30:00,18.5,67,12.3
655,2022-01-18 19:00:00,18.6,68,12.6
656,2022-01-18 19:30:00,18.6,68,12.6
657,2022-01-18 20:00:00,18.7,68,12.7
658,2022-01-18 20:30:00,18.8,68,12.8
659,2022-01-18 21:00:00,18.8,68,12.8
660,2022-01-18 21:30:00,18.8,68,12.8
661,2022-01-18 22:00:00,19.0,68,13.0
662,2022-01-18 22:30:00,18.5,64,11.6
663,2022-01-18 23:00:00,18.8,66,12.3
664,2022-01-18 23:30:00,19.1,67,12.9
665,2022-01-19 00:00:00,19.1,68,13.1
666,2022-01-19 00:30:00,19.0,70,13.4
667,2022-01-19 01:00:00,18.9,70,13.3
668,2022-02-06 01:30:00,18.8,72,13.7
669,2022-01-19 02:00:00,18.8,73,13.9
670,2022-01-19 02:30:00,18.8,74,14.1
671,2022-01-19 03:00:00,18.7,74,14.0
672,2022-01-19 03:30:00,18.6,74,13.9
673,2022-01-19 04:00:00,18.6,74,13.9
674,2022-01-19 04:30:00,19.0,73,14.1
675,2022-01-19 05:00:00,19.2,73,14.3
676,2022-01-19 05:30:00,19.2,74,14.5
677,2022-01-19 06:00:00,19.3,74,14.6
678,2022-01-19 06:30:00,18.6,70,13.0
679,2022-01-19 07:00:00,18.0,67,11.8
680,2022-01-19 07:30:00,17.6,66,11.2
681,2022-01-19 08:00:00,17.0,63,9.9
682,2022-01-19 08:30:00,18.0,64,11.1
683,2022-01-19 09:00:00,18.4,65,11.7
684,2022-01-19 09:30:00,18.5,63,11.3
685,2022-01-19 10:00:00,18.4,64,11.5
686,2022-01-19 10:30:00,18.5,63,11.3
687,2022-01-19 11:00:00,18.6,64,11.7
688,2022-01-19 11:30:00,18.6,64,11.7
689,2022-01-19 12:00:00,18.7,64,11.8
690,2022-01-19 12:30:00,18.7,65,12.0
691,2022-01-19 13:00:00,18.7,65,12.0
692,2022-01-19 13:30:00,16.4,49,
693,2022-01-19 14:00:00,14.9,49,
694,2022-01-19 14:30:00,14.2,50,3.9
695,2022-01-19 15:00:00,14.1,50,3.9
696,2022-01-19 15:30:00,14.2,51,4.2
697,2022-01-19 16:00:00,14.4,53,
698,2022-01-19 16:30:00,16.4,54,7.1
699,2022-01-19 17:00:00,17.1,55,
700,2022-01-19 17:30:00,17.2,56,8.4
701,2022-01-19 18:00:00,17.2,56,8.4
702,2022-01-19 18:30:00,17.2,57,
703,2022-01-19 19:00:00,17.3,58,
704,2022-01-19 19:30:00,17.2,58,8.9
705,2022-01-19 20:00:00,17.4,59,9.3
706,2022-01-19 20:30:00,17.3,59,9.2
707,2022-01-19 21:00:00,17.4,60,9.6
708,2022-01-19 21:30:00,17.4,60,9.6
709,2022-01-19 22:00:00,17.2,56,8.4
710,2022-01-19 22:30:00,15.9,57,
711,2022-01-19 23:00:00,16.8,59,8.8
712,2022-01-19 23:30:00,17.0,60,9.2
713,2022-01-20 00:00:00,17.2,62,9.9
714,2022-01-20 00:30:00,17.3,64,10.4
715,2022-01-20 01:00:00,17.4,64,10.5
716,2022-01-20 01:30:00,17.5,65,10.9
717,2022-01-20 02:00:00,17.6,66,11.2
718,2022-01-20 02:30:00,17.6,67,11.4
719,2022-01-20 03:00:00,17.7,68,11.7
720,2022-01-20 03:30:00,17.6,67,11.4
721,2022-01-20 04:00:00,17.6,67,11.4
722,2022-01-20 04:30:00,17.5,68,11.6
723,2022-01-20 05:00:00,17.6,68,11.6
724,2022-01-20 05:30:00,17.6,69,11.9
725,2022-01-20 06:00:00,17.6,69,11.9
726,2022-01-20 06:30:00,14.7,59,6.8
727,2022-01-20 07:00:00,16.9,59,8.9
728,2022-01-20 07:30:00,17.2,59,9.1
729,2022-01-20 08:00:00,17.1,59,
730,2022-01-20 08:30:00,17.1,60,9.3
731,2022-01-20 09:00:00,17.5,60,9.7
732,2022-01-20 09:30:00,17.5,59,
733,2022-01-20 10:00:00,17.7,59,9.6
734,2022-01-20 10:30:00,17.7,59,
735,2022-01-20 11:00:00,17.8,59,9.7
736,2022-01-20 11:30:00,17.8,58,
737,2022-01-20 12:00:00,17.8,59,
738,2022-01-20 12:30:00,17.8,58,
739,2022-01-20 13:00:00,17.9,58,9.5
740,2022-01-20 13:30:00,17.9,58,9.5
741,2022-01-20 14:00:00,18.0,59,
742,2022-01-20 14:30:00,18.0,58,9.6
743,2022-01-20 15:00:00,18.0,59,9.9
744,2022-01-20 15:30:00,12.8,47,1.8
745,2022-01-20 16:00:00,16.5,53,6.9
746,2022-01-20 16:30:00,17.2,54,7.8
747,2022-01-20 17:00:00,17.8,54,
748,2022-01-20 17:30:00,18.1,54,
749,2022-01-20 18:00:00,18.2,54,8.8
750,2022-01-20 18:30:00,18.3,57,9.7
751,2022-01-20 19:00:00,18.0,60,10.1
752,2022-01-20 19:30:00,17.6,60,9.8
753,2022-01-20 20:00:00,17.9,61,10.3
754,2022-01-20 20:30:00,18.3,61,10.7
755,2022-01-20 21:00:00,13.0,46,1.7
756,2022-01-20 21:30:00,16.7,54,7.4
757,2022-01-20 22:00:00,17.2,53,7.6
758,2022-01-20 22:30:00,17.6,54,8.2
759,2022-01-20 23:00:00,17.8,55,8.7
760,2022-01-20 23:30:00,17.9,56,
761,2022-01-21 00:00:00,17.8,56,8.9
762,2022-01-21 00:30:00,17.8,58,
763,2022-01-21 01:00:00,17.7,59,9.6
764,2022-01-21 01:30:00,17.8,60,10.0
765,2022-01-21 02:00:00,17.8,62,10.4
766,2022-01-21 02:30:00,17.8,64,10.9
767,2022-01-21 03:00:00,17.8,64,10.9
768,2022-01-21 03:30:00,16.4,51,6.3
769,2022-01-21 04:00:00,15.9,49,5.2
770,2022-01-21 04:30:00,15.4,48,4.5
771,2022-01-21 05:00:00,15.1,47,3.9
772,2022-01-21 05:30:00,15.0,48,4.1
773,2022-01-21 06:00:00,15.0,48,4.1
774,2022-01-21 06:30:00,14.8,48,3.9
775,2022-01-21 07:00:00,14.6,46,3.1
776,2022-01-21 07:30:00,15.1,53,5.6
777,2022-01-21 08:00:00,16.8,53,7.2
778,2022-01-21 08:30:00,16.8,53,7.2
779,2022-01-21 09:00:00,17.1,54,7.7
780,2022-01-21 09:30:00,17.1,54,7.7
781,2022-01-21 10:00:00,17.2,54,7.8
782,2022-01-21 10:30:00,17.1,54,7.7
783,2022-01-21 11:00:00,17.7,62,10.4
784,2022-01-21 11:30:00,17.6,60,9.8
785,2022-01-21 12:00:00,17.6,58,9.3
786,2022-01-21 12:30:00,17.6,58,9.3
787,2022-01-21 13:00:00,17.8,59,
788,2022-01-21 13:30:00,18.1,60,10.2
789,2022-01-21 14:00:00,17.8,59,9.7
790,2022-01-21 14:30:00,17.8,59,9.7
791,2022-01-21 15:00:00,17.8,59,
792,2022-01-21 15:30:00,17.8,59,
793,2022-01-21 16:00:00,17.8,59,
794,2022-01-21 16:30:00,18.1,62,10.7
795,2022-01-21 17:00:00,18.2,62,10.8
796,2022-01-21 17:30:00,18.4,62,11.0
797,2022-01-21 18:00:00,18.4,62,11.0
798,2022-01-21 18:30:00,18.2,61,10.6
799,2022-01-21 19:00:00,18.1,61,10.5
800,2022-01-21 19:30:00,18.5,63,11.3
801,2022-01-21 20:00:00,14.6,54,
802,2022-01-21 20:30:00,16.0,58,7.8
803,2022-01-21 21:00:00,17.3,57,8.7
804,2022-01-21 21:30:00,17.8,57,9.2
805,2022-01-21 22:00:00,18.1,57,9.5
806,2022-01-21 22:30:00,18.3,57,
807,2022-01-21 23:00:00,18.4,57,9.8
808,2022-01-21 23:30:00,15.3,57,6.9
809,2022-01-22 00:00:00,16.4,55,7.4
810,2022-01-22 00:30:00,16.1,54,6.8
811,2022-01-22 01:00:00,15.9,55,6.9
812,2022-01-22 01:30:00,15.8,55,6.8
813,2022-01-22 02:00:00,15.7,55,6.7
814,2022-01-22 02:30:00,15.6,56,
815,2022-01-22 03:00:00,15.4,55,
816,2022-01-22 03:30:00,15.3,54,6.1
817,2022-01-22 04:00:00,15.2,54,
818,2022-01-22 04:30:00,15.1,55,6.1
819,2022-01-22 05:00:00,15.0,54,5.8
820,2022-01-22 05:30:00,14.9,54,5.7
821,2022-01-22 06:00:00,14.8,54,5.6
822,2022-01-22 06:30:00,14.8,53,5.3
823,2022-01-22 07:00:00,15.6,57,7.1
824,2022-01-22 07:30:00,17.0,58,8.7
825,2022-01-22 08:00:00,17.6,56,8.7
826,2022-01-22 08:30:00,17.7,57,
827,2022-01-22 09:00:00,18.3,58,
828,2022-01-22 09:30:00,18.8,58,10.4
829,2022-01-22 10:00:00,19.0,58,10.6
830,2022-01-22 10:30:00,19.4,58,10.9
831,2022-01-22 11:00:00,17.0,54,7.6
832,2022-01-22 11:30:00,18.3,54,8.9
833,2022-01-22 12:00:00,18.8,56,9.9
834,2022-01-22 12:30:00,19.1,57,10.4
835,2022-01-22 13:00:00,18.9,59,10.7
836,2022-01-22 13:30:00,18.8,59,10.6
837,2022-01-22 14:00:00,18.8,60,10.9
838,2022-01-22 14:30:00,17.4,43,4.7
839,2022-01-22 15:00:00,14.4,46,2.9
840,2022-01-22 15:30:00,16.8,54,7.5
841,2022-01-22 16:00:00,17.9,59,9.8
842,2022-01-22 16:30:00,18.4,60,10.5
843,2022-01-22 17:00:00,18.4,63,11.3
844,2022-01-22 17:30:00,18.7,64,11.8
845,2022-01-22 18:00:00,18.8,65,12.1
846,2022-01-22 18:30:00,18.9,66,12.4
847,2022-01-22 19:00:00,19.0,67,12.8
848,2022-01-22 19:30:00,19.2,67,12.9
849,2022-01-22 20:00:00,19.2,68,13.2
850,2022-01-22 20:30:00,19.2,68,13.2
851,2022-01-22 21:00:00,19.1,66,12.6
852,2022-01-22 21:30:00,19.2,66,12.7
853,2022-01-22 22:00:00,19.2,67,12.9
854,2022-01-22 22:30:00,19.3,68,13.3
855,2022-01-22 23:00:00,15.5,61,
856,2022-01-22 23:30:00,18.1,65,11.4
857,2022-01-23 00:00:00,18.6,67,12.4
858,2022-01-23 00:30:00,18.8,69,13.0
859,2022-01-23 01:00:00,18.9,70,13.3
860,2022-01-23 01:30:00,19.0,73,14.1
861,2022-01-23 02:00:00,19.0,74,14.3
862,2022-01-23 02:30:00,19.0,73,14.1
863,2022-01-23 03:00:00,18.9,74,14.2
864,2022-01-23 03:30:00,18.9,74,14.2
865,2022-01-23 04:00:00,18.9,74,14.2
866,2022-01-23 04:30:00,18.8,74,14.1
867,2022-01-23 05:00:00,18.7,74,14.0
868,2022-01-23 05:30:00,18.8,75,14.3
869,2022-01-23 06:00:00,18.9,74,14.2
870,2022-01-23 06:30:00,18.8,74,14.1
871,2022-01-23 07:00:00,18.8,74,14.1
872,2022-01-23 07:30:00,18.1,69,12.3
873,2022-01-23 08:00:00,17.7,70,12.2
874,2022-01-23 08:30:00,17.9,70,12.4
875,2022-01-23 09:00:00,18.0,70,12.5
876,2022-01-23 09:30:00,16.2,59,8.2
877,2022-01-23 10:00:00,11.7,72,
878,2022-01-23 10:30:00,16.3,66,10.0
879,2022-01-23 11:00:00,17.2,64,10.4
880,2022-01-23 11:30:00,17.6,63,10.5
881,2022-01-23 12:00:00,17.7,63,10.6
882,2022-01-23 12:30:00,17.7,64,10.8
883,2022-01-23 13:00:00,17.8,64,10.9
884,2022-01-23 13:30:00,12.7,63,5.9
885,2022-01-23 14:00:00,15.4,65,8.9
886,2022-01-23 14:30:00,17.3,64,10.4
887,2022-01-23 15:00:00,18.2,63,11.1
888,2022-01-23 15:30:00,18.6,63,11.4
889,2022-01-23 16:00:00,18.6,63,11.4
890,2022-01-23 16:30:00,18.6,63,11.4
891,2022-01-23 17:00:00,18.9,63,11.7
892,2022-01-23 17:30:00,19.1,62,11.7
893,2022-01-23 18:00:00,19.2,62,11.8
894,2022-01-23 18:30:00,19.3,62,11.9
895,2022-01-23 19:00:00,19.5,66,13.0
896,2022-01-23 19:30:00,19.4,67,13.1
897,2022-01-23 20:00:00,19.5,67,13.2
898,2022-01-23 20:30:00,19.5,67,13.2
899,2022-01-23 21:00:00,19.7,68,13.7
900,2022-01-23 21:30:00,19.9,68,13.8
901,2022-01-23 22:00:00,19.1,57,10.4
902,2022-01-23 22:30:00,18.6,53,8.9
903,2022-01-23 23:00:00,19.1,64,12.2
904,2022-01-23 23:30:00,19.2,66,12.7
905,2022-01-24 00:00:00,19.2,68,13.2
906,2022-01-24 00:30:00,19.3,69,13.5
907,2022-01-24 01:00:00,19.3,70,13.7
908,2022-01-24 01:30:00,19.3,70,13.7
909,2022-01-24 02:00:00,19.3,71,13.9
910,2022-01-24 02:30:00,19.3,71,13.9
911,2022-01-24 03:00:00,19.3,72,14.1
912,2022-01-24 03:30:00,19.2,72,14.1
913,2022-01-24 04:00:00,19.2,73,14.3
914,2022-01-24 04:30:00,19.1,74,
915,2022-01-24 05:00:00,19.1,74,
916,2022-01-24 05:30:00,19.1,75,14.6
917,2022-01-24 06:00:00,19.2,75,14.7
918,2022-01-24 06:30:00,16.7,55,7.6
919,2022-01-24 07:00:00,16.2,62,8.9
920,2022-01-24 07:30:00,17.9,65,11.3
921,2022-01-24 08:00:00,18.3,65,11.6
922,2022-01-24 08:30:00,18.4,65,11.7
923,2022-01-24 09:00:00,18.4,65,11.7
924,2022-01-24 09:30:00,18.4,65,11.7
925,2022-01-24 10:00:00,18.4,65,11.7
926,2022-01-24 10:30:00,18.5,65,11.8
927,2022-01-24 11:00:00,18.0,62,10.6
928,2022-01-24 11:30:00,18.7,63,11.5
929,2022-01-24 12:00:00,18.9,63,11.7
930,2022-01-24 12:30:00,19.1,62,11.7
931,2022-01-24 13:00:00,18.9,63,11.7
932,2022-01-24 13:30:00,18.9,63,11.7
933,2022-01-24 14:00:00,18.9,63,11.7
934,2022-01-24 14:30:00,18.9,64,12.0
935,2022-01-24 15:00:00,18.9,64,12.0
936,2022-01-24 15:30:00,18.9,64,12.0
937,2022-01-24 16:00:00,18.9,64,12.0
938,2022-01-24 16:30:00,18.9,64,12.0
939,2022-01-24 17:00:00,18.8,64,11.9
940,2022-01-24 17:30:00,18.9,64,12.0
941,2022-01-24 18:00:00,18.8,64,11.9
942,2022-01-24 18:30:00,18.9,64,12.0
943,2022-01-24 19:00:00,18.8,64,11.9
944,2022-01-24 19:30:00,18.0,54,8.6
945,2022-01-24 20:00:00,19.0,61,11.3
946,2022-01-24 20:30:00,19.0,62,11.6
947,2022-01-24 21:00:00,19.2,63,12.0
948,2022-01-24 21:30:00,19.2,63,12.0
949,2022-01-24 22:00:00,19.1,63,11.9
950,2022-01-24 22:30:00,18.0,60,10.1
951,2022-01-24 23:00:00,18.6,62,11.2
952,2022-01-24 23:30:00,18.7,64,11.8
953,2022-01-25 00:00:00,18.8,65,12.1
954,2022-01-25 00:30:00,18.9,67,12.7
955,2022-01-25 01:00:00,19.0,68,13.0
956,2022-01-25 01:30:00,19.0,69,13.2
957,2022-01-25 02:00:00,19.0,69,13.2
958,2022-01-25 02:30:00,18.2,62,10.8
959,2022-01-25 03:00:00,17.9,60,10.0
960,2022-01-25 03:30:00,17.6,59,9.5
961,2022-01-25 04:00:00,17.2,59,9.1
962,2022-01-25 04:30:00,17.2,59,9.1
963,2022-01-25 05:00:00,17.0,57,8.4
964,2022-01-25 05:30:00,16.9,56,8.1
965,2022-01-25 06:00:00,16.8,56,
966,2022-01-25 06:30:00,17.0,59,9.0
967,2022-01-25 07:00:00,16.8,58,8.5
968,2022-01-25 07:30:00,15.0,54,5.8
969,2022-01-25 08:00:00,16.0,56,7.2
970,2022-01-25 08:30:00,16.5,57,
971,2022-01-25 09:00:00,16.7,58,8.4
972,2022-01-25 09:30:00,16.8,58,8.5
973,2022-01-25 10:00:00,17.1,59,
974,2022-01-25 10:30:00,17.0,59,
975,2022-01-25 11:00:00,17.1,59,
976,2022-01-25 11:30:00,17.1,59,
977,2022-01-25 12:00:00,17.1,59,
978,2022-01-25 12:30:00,17.1,60,9.3
979,2022-01-25 13:00:00,17.6,69,11.9
980,2022-01-25 13:30:00,17.4,65,10.8
981,2022-01-25 14:00:00,17.3,64,10.4
982,2022-01-25 14:30:00,17.3,64,10.4
983,2022-01-25 15:00:00,17.3,64,10.4
984,2022-01-25 15:30:00,17.3,63,10.2
985,2022-01-25 16:00:00,17.3,64,10.4
986,2022-01-25 16:30:00,17.3,64,10.4
987,2022-01-25 17:00:00,17.4,64,10.5
988,2022-01-25 17:30:00,17.6,64,10.7
989,2022-01-25 18:00:00,17.6,64,10.7
990,2022-01-25 18:30:00,17.6,63,10.5
991,2022-01-25 19:00:00,17.5,63,10.4
992,2022-01-25 19:30:00,17.4,63,10.3
993,2022-01-25 20:00:00,17.4,63,10.3
994,2022-01-25 20:30:00,17.4,63,10.3
995,2022-01-25 21:00:00,17.4,63,10.3
996,2022-01-25 21:30:00,16.4,65,9.8
997,2022-01-25 22:00:00,18.3,64,11.4
998,2022-01-25 22:30:00,18.8,64,11.9
999,2022-01-25 23:00:00,18.6,64,11.7
1000,2022-01-25 23:30:00,18.5,66,12.1
1001,2022-01-26 00:00:00,18.4,68,12.4
1002,2022-01-26 00:30:00,18.5,70,12.9
1003,2022-01-26 01:00:00,18.5,70,12.9
1004,2022-01-26 01:30:00,18.5,70,12.9
1005,2022-01-26 02:00:00,18.5,71,13.2
1006,2022-01-26 02:30:00,18.5,71,13.2
1007,2022-01-26 03:00:00,18.5,71,13.2
1008,2022-01-26 03:30:00,17.6,66,11.2
1009,2022-01-26 04:00:00,17.1,64,10.3
1010,2022-01-26 04:30:00,16.8,63,9.7
1011,2022-01-26 05:00:00,16.5,62,9.2
1012,2022-01-26 05:30:00,16.4,61,8.9
1013,2022-01-26 06:00:00,16.2,61,8.7
1014,2022-01-26 06:30:00,16.4,64,9.6
1015,2022-01-26 07:00:00,15.2,58,
1016,2022-01-26 07:30:00,17.0,61,9.4
1017,2022-01-26 08:00:00,17.4,61,9.8
1018,2022-01-26 08:30:00,17.4,61,9.8
1019,2022-01-26 09:00:00,17.4,62,10.1
1020,2022-01-26 09:30:00,17.5,62,10.2
1021,2022-01-26 10:00:00,17.4,62,10.1
1022,2022-01-26 10:30:00,17.4,62,10.1
1023,2022-01-26 11:00:00,16.0,57,7.5
1024,2022-01-26 11:30:00,17.2,53,9.1
1025,2022-01-26 12:00:00,17.7,61,10.1
1026,2022-01-26 12:30:00,18.2,61,10.6
1027,2022-01-26 13:00:00,18.2,61,10.6
1028,2022-01-26 13:30:00,18.3,62,10.9
1029,2022-01-26 14:00:00,18.1,62,10.7
1030,2022-01-26 14:30:00,18.0,62,10.6
1031,2022-01-26 15:00:00,17.9,62,10.5
1032,2022-01-26 15:30:00,17.8,62,10.4
1033,2022-01-26 16:00:00,17.7,62,10.4
1034,2022-01-26 16:30:00,17.6,62,10.3
1035,2022-01-26 17:00:00,17.6,62,10.3
1036,2022-01-26 17:30:00,17.6,62,10.3
1037,2022-01-26 18:00:00,17.7,65,11.1
1038,2022-01-26 18:30:00,17.8,64,10.9
1039,2022-01-26 19:00:00,17.7,64,10.8
1040,2022-01-26 19:30:00,16.0,54,6.7
1041,2022-01-26 20:00:00,15.0,56,6.3
1042,2022-01-26 20:30:00,16.1,59,
1043,2022-01-26 21:00:00,17.0,60,
1044,2022-01-26 21:30:00,17.7,61,10.1
1045,2022-01-26 22:00:00,17.7,60,
1046,2022-01-26 22:30:00,17.7,58,9.4
1047,2022-01-26 23:00:00,18.2,61,10.6
1048,2022-01-26 23:30:00,18.1,62,10.7
1049,2022-01-27 00:00:00,18.2,64,11.3
1050,2022-01-27 00:30:00,18.2,65,11.5
1051,2022-01-27 01:00:00,18.1,67,11.9
1052,2022-01-27 01:30:00,18.2,68,12.2
1053,2022-01-27 02:00:00,18.2,69,12.4
1054,2022-01-27 02:30:00,18.1,69,12.3
1055,2022-01-27 03:00:00,18.1,70,12.6
1056,2022-01-27 03:30:00,18.2,71,12.9
1057,2022-01-27 04:00:00,18.2,71,12.9
1058,2022-01-27 04:30:00,18.2,71,12.9
1059,2022-01-27 05:00:00,18.1,72,13.0
1060,2022-01-27 05:30:00,18.0,70,12.5
1061,2022-01-27 06:00:00,17.4,66,11.0
1062,2022-01-27 06:30:00,17.4,66,11.0
1063,2022-01-27 07:00:00,17.2,65,10.6
1064,2022-01-27 07:30:00,16.6,62,9.3
1065,2022-01-27 08:00:00,17.5,63,10.4
1066,2022-01-27 08:30:00,17.6,63,10.5
1067,2022-01-27 09:00:00,17.5,63,10.4
1068,2022-01-27 09:30:00,17.6,64,10.7
1069,2022-01-27 10:00:00,17.6,64,10.7
1070,2022-01-27 10:30:00,17.6,64,10.7
1071,2022-01-27 11:00:00,17.6,64,10.7
1072,2022-01-27 11:30:00,17.7,64,10.8
1073,2022-01-27 12:00:00,17.7,64,10.8
1074,2022-01-27 12:30:00,17.8,64,10.9
1075,2022-01-27 13:00:00,17.2,56,8.4
1076,2022-01-27 13:30:00,17.8,62,10.4
1077,2022-01-27 14:00:00,18.0,62,10.6
1078,2022-01-27 14:30:00,17.9,62,10.5
1079,2022-01-27 15:00:00,18.0,62,10.6
1080,2022-01-27 15:30:00,18.1,65,11.4
1081,2022-01-27 16:00:00,18.0,64,11.1
1082,2022-01-27 16:30:00,18.0,64,11.1
1083,2022-01-27 17:00:00,18.0,64,11.1
1084,2022-01-27 17:30:00,18.0,64,11.1
1085,2022-01-27 18:00:00,18.0,64,11.1
1086,2022-01-27 18:30:00,18.3,65,11.6
1087,2022-01-27 19:00:00,18.0,65,11.3
1088,2022-01-27 19:30:00,18.3,67,12.1
1089,2022-01-27 20:00:00,18.1,66,11.7
1090,2022-01-27 20:30:00,18.0,65,11.3
1091,2022-01-27 21:00:00,18.1,66,11.7
1092,2022-01-27 21:30:00,18.0,65,11.3
1093,2022-01-27 22:00:00,18.0,65,11.3
1094,2022-01-27 22:30:00,18.5,68,12.5
1095,2022-01-27 23:00:00,17.4,61,
1096,2022-01-27 23:30:00,17.8,63,10.7
1097,2022-01-28 00:00:00,17.9,64,11.0
1098,2022-01-28 00:30:00,18.0,66,11.6
1099,2022-01-28 01:00:00,18.1,68,12.1
1100,2022-01-28 01:30:00,18.1,68,12.1
1101,2022-01-28 02:00:00,18.1,68,12.1
1102,2022-01-28 02:30:00,18.1,69,12.3
1103,2022-01-28 03:00:00,18.1,69,12.3
1104,2022-01-28 03:30:00,18.1,69,12.3
1105,2022-01-28 04:00:00,18.1,69,12.3
1106,2022-01-28 04:30:00,18.1,70,12.6
1107,2022-01-28 05:00:00,18.1,70,12.6
1108,2022-01-28 05:30:00,18.1,70,12.6
1109,2022-01-28 06:00:00,18.0,70,12.5
1110,2022-01-28 06:30:00,17.9,70,12.4
1111,2022-01-28 07:00:00,17.9,70,12.4
1112,2022-01-28 07:30:00,17.7,69,12.0
1113,2022-01-28 08:00:00,13.5,64,6.8
1114,2022-01-28 08:30:00,16.3,64,9.5
1115,2022-01-28 09:00:00,17.0,64,10.2
1116,2022-01-28 09:30:00,17.2,63,10.1
1117,2022-01-28 10:00:00,17.5,63,10.4
1118,2022-01-28 10:30:00,17.7,64,10.8
1119,2022-01-28 11:00:00,17.8,63,10.7
1120,2022-01-28 11:30:00,17.9,62,10.5
1121,2022-01-28 12:00:00,17.8,62,10.4
1122,2022-01-28 12:30:00,17.8,62,10.4
1123,2022-01-28 13:00:00,16.7,58,8.4
1124,2022-01-28 13:30:00,17.4,59,9.3
1125,2022-01-28 14:00:00,17.5,59,
1126,2022-01-28 14:30:00,17.5,59,
1127,2022-01-28 15:00:00,17.6,60,9.8
1128,2022-01-28 15:30:00,14.7,47,3.5
1129,2022-01-28 16:00:00,13.5,53,4.1
1130,2022-01-28 16:30:00,13.4,53,4.0
1131,2022-01-28 17:00:00,12.7,51,2.8
1132,2022-01-28 17:30:00,12.6,54,3.6
1133,2022-01-28 18:00:00,16.4,55,7.4
1134,2022-01-28 18:30:00,17.5,55,8.4
1135,2022-01-28 19:00:00,18.1,55,8.9
1136,2022-01-28 19:30:00,17.9,38,3.4
